node,adj_concord,adj_most_conflict,other_conflict,the_rest
"0": [99.84520123839009, 0.15479876160990713, 0.15479876160990713, -0.15479876160990713], 1,9.13312693498452,2.941176470588235,27.55417956656347,60.371517027863774
2,7.739938080495357,2.941176470588235,32.04334365325077,57.27554179566563
3,11.76470588235294,7.739938080495357,25.696594427244584,54.79876160990712
4,73.9938080495356,0.15479876160990713,0.0,25.851393188854487
5,98.14241486068111,0.30959752321981426,0.6191950464396285,0.9287925696594427
6,96.90402476780186,0.30959752321981426,0.0,2.786377708978328
7,35.758513931888544,1.08359133126935,29.102167182662537,34.05572755417957
8,38.69969040247678,5.108359133126935,23.52941176470588,32.6625386996904
9,20.43343653250774,6.5015479876160995,32.50773993808049,40.55727554179567
10,98.76160990712074,0.0,0.0,1.238390092879257
11,74.61300309597523,0.46439628482972134,1.238390092879257,23.684210526315788
12,93.18885448916409,0.46439628482972134,0.6191950464396285,5.727554179566564
13,48.76160990712074,1.393188854489164,10.8359133126935,39.0092879256966
14,90.40247678018576,0.15479876160990713,0.0,9.442724458204333
15,52.94117647058824,1.8575851393188854,20.743034055727556,24.458204334365323
16,80.18575851393189,0.7739938080495357,4.3343653250774,14.705882352941178
17,99.22600619195046,0.30959752321981426,0.15479876160990713,0.30959752321981426
18,99.07120743034056,0.46439628482972134,0.15479876160990713,0.30959752321981426
19,100.0,0.0,0.0,0.0
20,98.29721362229103,0.15479876160990713,0.0,1.5479876160990713
21,92.87925696594426,0.0,0.0,7.120743034055728
22,40.40247678018576,2.321981424148607,28.01857585139319,29.256965944272444
23,67.95665634674923,1.393188854489164,12.538699690402478,18.111455108359134
24,98.76160990712074,0.30959752321981426,0.7739938080495357,0.15479876160990713
25,98.76160990712074,0.30959752321981426,0.15479876160990713,0.7739938080495357
26,76.62538699690403,0.30959752321981426,0.46439628482972134,22.60061919504644
27,86.06811145510835,1.8575851393188854,6.191950464396285,5.88235294117647
28,59.44272445820433,1.08359133126935,13.312693498452013,26.160990712074305
29,22.13622291021672,1.8575851393188854,40.40247678018576,35.60371517027864
30,98.91640866873065,0.15479876160990713,0.6191950464396285,0.30959752321981426
31,98.45201238390094,0.15479876160990713,0.0,1.393188854489164
32,86.687306501548,1.238390092879257,4.798761609907121,7.275541795665634
33,84.98452012383902,0.15479876160990713,0.9287925696594427,13.93188854489164
34,47.6780185758514,2.941176470588235,20.743034055727556,28.637770897832816
35,60.371517027863774,2.1671826625387,15.634674922600619,21.826625386996902
36,30.030959752321984,2.1671826625387,26.47058823529412,41.3312693498452
37,95.6656346749226,0.46439628482972134,1.08359133126935,2.786377708978328
38,95.20123839009288,0.46439628482972134,1.393188854489164,2.941176470588235
39,38.080495356037154,3.0959752321981426,34.36532507739938,24.458204334365323
40,97.36842105263158,0.15479876160990713,0.0,2.476780185758514
41,40.71207430340557,3.8699690402476783,26.006191950464398,29.411764705882355
42,99.69040247678018,0.15479876160990713,0.15479876160990713,0.0
43,71.671826625387,1.393188854489164,4.024767801857585,22.910216718266255
44,89.00928792569658,0.15479876160990713,0.15479876160990713,10.68111455108359
